jp	tw	en	kr
紅獣石の密林Ⅱ	紅獸石的密林Ⅱ	Red Stone Forest II	홍수석 밀림 Ⅱ
蒼獣石の砂漠Ⅱ	蒼獸石的沙漠Ⅱ	Blue Stone Desert II	청수석 사막 Ⅱ
翠獣石の砂漠Ⅱ	翠獸石的沙漠Ⅱ	Green Stone Desert II	녹수석 사막 Ⅱ
紫獣石の密林Ⅲ	紫獸石的密林Ⅲ	Purple Stone Forest III	자수석 밀림 Ⅲ
蒼獣石の砂漠Ⅲ	蒼獸石的沙漠Ⅲ	Blue Stone Desert III	청수석 사막 Ⅲ
翠獣石の砂漠Ⅲ	翠獸石的沙漠Ⅲ	Green Stone Desert III	녹수석 사막 Ⅲ
紅獣石の密林Ⅲ	紅獸石的密林Ⅲ	Red Stone Forest III	홍수석 밀림 Ⅲ
黄獣石の火山Ⅲ	黃獸石的火山Ⅲ	Yellow Stone Volcano III	황수석 화산 Ⅲ
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
紫獣石の密林Ⅳ	紫獸石的密林Ⅳ	Purple Stone Forest IV	자수석 밀림 Ⅳ
翠獣石の砂漠Ⅳ	翠獸石的沙漠Ⅳ	Green Stone Desert IV	녹수석 사막 Ⅳ
紅獣石の密林Ⅳ	紅獸石的密林Ⅳ	Red Stone Forest IV	홍수석 밀림 Ⅳ
蒼獣石の砂漠Ⅳ	蒼獸石的沙漠Ⅳ	Blue Stone Desert IV	청수석 사막 Ⅳ
黄獣石の火山Ⅳ	黃獸石的火山Ⅳ	Yellow Stone Volcano IV	황수석 화산 Ⅳ
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
紅の獣と白き巨象	紅色野獸與白色巨象	Red, White and Beast	적색 짐승과 백색 거상
光と影と浮遊教師	光與暗的飄浮老師	Light, Shadow and Air	빛과 어둠과 부유 교사
月面に漂う地球外生命	月球表面的外星生物	Moonborn Lifeform	달 위의 외계생명체
合作強襲	コラボ強襲ステージ	Collaboration Gauntlet Stages	콜라보레이션 강습 스테이지
夢の世界 Lv.1	夢的世界 Lv.1	Land of Dreams Lv1	꿈의 세계 Lv.1
夢の世界 Lv.2	夢的世界 Lv.2	Land of Dreams Lv2	꿈의 세계 Lv.2
夢の世界 Lv.3	夢的世界 Lv.3	Land of Dreams Lv3	꿈의 세계 Lv.3
夢の世界 Lv.4	夢的世界 Lv.4	Land of Dreams Lv4	꿈의 세계 Lv.4
夢の世界 Lv.5	夢的世界 Lv.5	Land of Dreams Lv5	꿈의 세계 Lv.5
夢の世界 Lv.6	夢的世界 Lv.6	Land of Dreams Lv6	꿈의 세계 Lv.6
夢の世界 Lv.7	夢的世界 Lv.7	Land of Dreams Lv7	꿈의 세계 Lv.7
夢の世界 Lv.8	夢的世界 Lv.8	Land of Dreams Lv8	꿈의 세계 Lv.8
夢の世界 Lv.9	夢的世界 Lv.9	Land of Dreams Lv9	꿈의 세계 Lv.9
夢の世界 Lv.10	夢的世界 Lv.10	Land of Dreams Lv10	꿈의 세계 Lv.10
夢の世界 Lv.11	夢的世界 Lv.11	Land of Dreams Lv11	꿈의 세계 Lv.11
夢の世界 Lv.12	夢的世界 Lv.12	Land of Dreams Lv12	꿈의 세계 Lv.12
夢の世界 Lv.13	夢的世界 Lv.13	Land of Dreams Lv13	꿈의 세계 Lv.13
夢の世界 Lv.14	夢的世界 Lv.14	Land of Dreams Lv14	꿈의 세계 Lv.14
夢の世界 Lv.15	夢的世界 Lv.15	Land of Dreams Lv15	꿈의 세계 Lv.15
夢の世界 Lv.16	夢的世界 Lv.16	Land of Dreams Lv16	꿈의 세계 Lv.16
夢の世界 Lv.17	夢的世界 Lv.17	Land of Dreams Lv17	꿈의 세계 Lv.17
夢の世界 Lv.18	夢的世界 Lv.18	Land of Dreams Lv18	꿈의 세계 Lv.18
夢の世界 Lv.19	夢的世界 Lv.19	Land of Dreams Lv19	꿈의 세계 Lv.19
夢の世界 Lv.20	夢的世界 Lv.20	Land of Dreams Lv20	꿈의 세계 Lv.20
①読まない作り方			
②お湯張り線探し			
③小袋出さずにお湯投入			
④足りないお湯			
⑤うっかりかやく忘れ			
⑥温め逃したソース			
⑦勝手に開くフタ			
⑧何分たったっけ？			
⑨流しがべこっ			
⑩シンクへ放たれる麺			
⑪フタ裏にかやく			
⑫失踪!青のり袋			
⑬貰い忘れた割りばし			
⑭混ぜる手にこもる力			
⑮沈みゆくかやく			
⑯むせる一口目			
⑰曇るメガネ			
⑱笑顔に光る青のり			
⑲手に残るにおい			
⑳ごちそうさま！			
天魔界 Lv.1	天魔界 Lv.1	Nether Reaches Lv.1	천마계 Lv.1
天魔界 Lv.2	天魔界 Lv.2	Nether Reaches Lv.2	천마계 Lv.2
天魔界 Lv.3	天魔界 Lv.3	Nether Reaches Lv.3	천마계 Lv.3
天魔界 Lv.4	天魔界 Lv.4	Nether Reaches Lv.4	천마계 Lv.4
天魔界 Lv.5	天魔界 Lv.5	Nether Reaches Lv.5	천마계 Lv.5
天魔界 Lv.6	天魔界 Lv.6	Nether Reaches Lv.6	천마계 Lv.6
天魔界 Lv.7	天魔界 Lv.7	Nether Reaches Lv.7	천마계 Lv.7
天魔界 Lv.8	天魔界 Lv.8	Nether Reaches Lv.8	천마계 Lv.8
天魔界 Lv.9	天魔界 Lv.9	Nether Reaches Lv.9	천마계 Lv.9
天魔界 Lv.10	天魔界 Lv.10	Nether Reaches Lv.10	천마계 Lv.10
天魔界 Lv.11	天魔界 Lv.11	Nether Reaches Lv.11	천마계 Lv.11
天魔界 Lv.12	天魔界 Lv.12	Nether Reaches Lv.12	천마계 Lv.12
天魔界 Lv.13	天魔界 Lv.13	Nether Reaches Lv.13	천마계 Lv.13
天魔界 Lv.14	天魔界 Lv.14	Nether Reaches Lv.14	천마계 Lv.14
天魔界 Lv.15	天魔界 Lv.15	Nether Reaches Lv.15	천마계 Lv.15
天魔界 Lv.16	天魔界 Lv.16	Nether Reaches Lv.16	천마계 Lv.16
天魔界 Lv.17	天魔界 Lv.17	Nether Reaches Lv.17	천마계 Lv.17
天魔界 Lv.18	天魔界 Lv.18	Nether Reaches Lv.18	천마계 Lv.18
天魔界 Lv.19	天魔界 Lv.19	Nether Reaches Lv.19	천마계 Lv.19
天魔界 Lv.20	天魔界 Lv.20	Nether Reaches Lv.20	천마계 Lv.20
天聖界 Lv.1	天聖界 Lv.1	Heaven's Gate Lv.1	천성계 Lv.1
天聖界 Lv.2	天聖界 Lv.2	Heaven's Gate Lv.2	천성계 Lv.2
天聖界 Lv.3	天聖界 Lv.3	Heaven's Gate Lv.3	천성계 Lv.3
天聖界 Lv.4	天聖界 Lv.4	Heaven's Gate Lv.4	천성계 Lv.4
天聖界 Lv.5	天聖界 Lv.5	Heaven's Gate Lv.5	천성계 Lv.5
天聖界 Lv.6	天聖界 Lv.6	Heaven's Gate Lv.6	천성계 Lv.6
天聖界 Lv.7	天聖界 Lv.7	Heaven's Gate Lv.7	천성계 Lv.7
天聖界 Lv.8	天聖界 Lv.8	Heaven's Gate Lv.8	천성계 Lv.8
天聖界 Lv.9	天聖界 Lv.9	Heaven's Gate Lv.9	천성계 Lv.9
天聖界 Lv.10	天聖界 Lv.10	Heaven's Gate Lv.10	천성계 Lv.10
天聖界 Lv.11	天聖界 Lv.11	Heaven's Gate Lv.11	천성계 Lv.11
天聖界 Lv.12	天聖界 Lv.12	Heaven's Gate Lv.12	천성계 Lv.12
天聖界 Lv.13	天聖界 Lv.13	Heaven's Gate Lv.13	천성계 Lv.13
天聖界 Lv.14	天聖界 Lv.14	Heaven's Gate Lv.14	천성계 Lv.14
天聖界 Lv.15	天聖界 Lv.15	Heaven's Gate Lv.15	천성계 Lv.15
天聖界 Lv.16	天聖界 Lv.16	Heaven's Gate Lv.16	천성계 Lv.16
天聖界 Lv.17	天聖界 Lv.17	Heaven's Gate Lv.17	천성계 Lv.17
天聖界 Lv.18	天聖界 Lv.18	Heaven's Gate Lv.18	천성계 Lv.18
天聖界 Lv.19	天聖界 Lv.19	Heaven's Gate Lv.19	천성계 Lv.19
天聖界 Lv.20	天聖界 Lv.20	Heaven's Gate Lv.20	천성계 Lv.20
癒術士と仲間たち Lv.1	癒術士與夥伴們 Lv.1	Healer & Co. Lv.1	유술사와 동료들 Lv.1
癒術士と仲間たち Lv.2	癒術士與夥伴們 Lv.2	Healer & Co. Lv.2	유술사와 동료들 Lv.2
癒術士と仲間たち Lv.3	癒術士與夥伴們 Lv.3	Healer & Co. Lv.3	유술사와 동료들 Lv.3
癒術士と仲間たち Lv.4	癒術士與夥伴們 Lv.4	Healer & Co. Lv.4	유술사와 동료들 Lv.4
癒術士と仲間たち Lv.5	癒術士與夥伴們 Lv.5	Healer & Co. Lv.5	유술사와 동료들 Lv.5
癒術士と仲間たち Lv.6	癒術士與夥伴們 Lv.6	Healer & Co. Lv.6	유술사와 동료들 Lv.6
癒術士と仲間たち Lv.7	癒術士與夥伴們 Lv.7	Healer & Co. Lv.7	유술사와 동료들 Lv.7
癒術士と仲間たち Lv.8	癒術士與夥伴們 Lv.8	Healer & Co. Lv.8	유술사와 동료들 Lv.8
癒術士と仲間たち Lv.9	癒術士與夥伴們 Lv.9	Healer & Co. Lv.9	유술사와 동료들 Lv.9
癒術士と仲間たち Lv.10	癒術士與夥伴們 Lv.10	Healer & Co. Lv.10	유술사와 동료들 Lv.10
癒術士と仲間たち Lv.11	癒術士與夥伴們 Lv.11	Healer & Co. Lv.11	유술사와 동료들 Lv.11
癒術士と仲間たち Lv.12	癒術士與夥伴們 Lv.12	Healer & Co. Lv.12	유술사와 동료들 Lv.12
癒術士と仲間たち Lv.13	癒術士與夥伴們 Lv.13	Healer & Co. Lv.13	유술사와 동료들 Lv.13
癒術士と仲間たち Lv.14	癒術士與夥伴們 Lv.14	Healer & Co. Lv.14	유술사와 동료들 Lv.14
癒術士と仲間たち Lv.15	癒術士與夥伴們 Lv.15	Healer & Co. Lv.15	유술사와 동료들 Lv.15
癒術士と仲間たち Lv.16	癒術士與夥伴們 Lv.16	Healer & Co. Lv.16	유술사와 동료들 Lv.16
癒術士と仲間たち Lv.17	癒術士與夥伴們 Lv.17	Healer & Co. Lv.17	유술사와 동료들 Lv.17
癒術士と仲間たち Lv.18	癒術士與夥伴們 Lv.18	Healer & Co. Lv.18	유술사와 동료들 Lv.18
癒術士と仲間たち Lv.19	癒術士與夥伴們 Lv.19	Healer & Co. Lv.19	유술사와 동료들 Lv.19
癒術士と仲間たち Lv.20	癒術士與夥伴們 Lv.20	Healer & Co. Lv.20	유술사와 동료들 Lv.20
1st Song	1st Song	1st Song	
2nd Song	2nd Song	2nd Song	
3rd Song	3rd Song	3rd Song	
4th Song	4th Song	4th Song	
5th Song	5th Song	5th Song	
6th Song	6th Song	6th Song	
7th Song	7th Song	7th Song	
8th Song	8th Song	8th Song	
9th Song	9th Song	9th Song	
10th Song	10th Song	10th Song	
11th Song	11th Song	11th Song	
12th Song	12th Song	12th Song	
13th Song	13th Song	13th Song	
14th Song	14th Song	14th Song	
15th Song	15th Song	15th Song	
16th Song	16th Song	16th Song	
17th Song	17th Song	17th Song	
18th Song	18th Song	18th Song	
19th Song	19th Song	19th Song	
Last Song	Last Song	Last Song	
006-00			1st Song
006-01			2nd Song
006-02			3rd Song
006-03			4th Song
006-04			5th Song
006-05			6th Song
006-06			7th Song
006-07			8th Song
006-08			9th Song
006-09			10th Song
006-10			11th Song
006-11			12th Song
006-12			13th Song
006-13			14th Song
006-14			15th Song
006-15			16th Song
006-16			17th Song
006-17			18th Song
006-18			19th Song
006-19			Last Song
警戒Lv.1	警戒Lv.1	WARNING Lv.1	경계 Lv.1
警戒Lv.2	警戒Lv.2	WARNING Lv.2	경계 Lv.2
警戒Lv.3	警戒Lv.3	WARNING Lv.3	경계 Lv.3
警戒Lv.4	警戒Lv.4	WARNING Lv.4	경계 Lv.4
警戒Lv.5	警戒Lv.5	WARNING Lv.5	경계 Lv.5
警戒Lv.6	警戒Lv.6	WARNING Lv.6	경계 Lv.6
警戒Lv.7	警戒Lv.7	WARNING Lv.7	경계 Lv.7
警戒Lv.8	警戒Lv.8	WARNING Lv.8	경계 Lv.8
警戒Lv.9	警戒Lv.9	WARNING Lv.9	경계 Lv.9
警戒Lv.10	警戒Lv.10	WARNING Lv.10	경계 Lv.10
警戒Lv.11	警戒Lv.11	WARNING Lv.11	경계 Lv.11
警戒Lv.12	警戒Lv.12	WARNING Lv.12	경계 Lv.12
警戒Lv.13	警戒Lv.13	WARNING Lv.13	경계 Lv.13
警戒Lv.14	警戒Lv.14	WARNING Lv.14	경계 Lv.14
警戒Lv.15	警戒Lv.15	WARNING Lv.15	경계 Lv.15
警戒Lv.16	警戒Lv.16	WARNING Lv.16	경계 Lv.16
警戒Lv.17	警戒Lv.17	WARNING Lv.17	경계 Lv.17
警戒Lv.18	警戒Lv.18	WARNING Lv.18	경계 Lv.18
警戒Lv.19	警戒Lv.19	WARNING Lv.19	경계 Lv.19
警戒Lv.20	警戒Lv.20	WARNING Lv.20	경계 Lv.20
対決！PART.1	對決！PART.1	Showdown! : Part 1	대결! PART.1
対決！PART.2	對決！PART.2	Showdown! : Part 2	대결! PART.2
対決！PART.3	對決！PART.3	Showdown! : Part 3	대결! PART.3
対決！PART.4	對決！PART.4	Showdown! : Part 4	대결! PART.4
対決！PART.5	對決！PART.5	Showdown! : Part 5	대결! PART.5
対決！PART.6	對決！PART.6	Showdown! : Part 6	대결! PART.6
対決！PART.7	對決！PART.7	Showdown! : Part 7	대결! PART.7
対決！PART.8	對決！PART.8	Showdown! : Part 8	대결! PART.8
対決！PART.9	對決！PART.9	Showdown! : Part 9	대결! PART.9
対決！PART.10	對決！PART.10	Showdown! : Part 10	대결! PART.10
対決！PART.11	對決！PART.11	Showdown! : Part 11	대결! PART.11
対決！PART.12	對決！PART.12	Showdown! : Part 12	대결! PART.12
対決！PART.13	對決！PART.13	Showdown! : Part 13	대결! PART.13
対決！PART.14	對決！PART.14	Showdown! : Part 14	대결! PART.14
対決！PART.15	對決！PART.15	Showdown! : Part 15	대결! PART.15
対決！PART.16	對決！PART.16	Showdown! : Part 16	대결! PART.16
対決！PART.17	對決！PART.17	Showdown! : Part 17	대결! PART.17
対決！PART.18	對決！PART.18	Showdown! : Part 18	대결! PART.18
対決！PART.19	對決！PART.19	Showdown! : Part 19	대결! PART.19
対決！PART.20	對決！PART.20	Showdown! : Part 20	대결! PART.20
舞台装置の魔女 1周目	舞台裝置的魔女 第1輪	Stagebuilding Witch: Cycle 1	무대 장치 마녀 1바퀴째
舞台装置の魔女 2周目	舞台裝置的魔女 第2輪	Stagebuilding Witch: Cycle 2	무대 장치 마녀 2바퀴째
舞台装置の魔女 3周目	舞台裝置的魔女 第3輪	Stagebuilding Witch: Cycle 3	무대 장치 마녀 3바퀴째
舞台装置の魔女 4周目	舞台裝置的魔女 第4輪	Stagebuilding Witch: Cycle 4	무대 장치 마녀 4바퀴째
舞台装置の魔女 5周目	舞台裝置的魔女 第5輪	Stagebuilding Witch: Cycle 5	무대 장치 마녀 5바퀴째
舞台装置の魔女 6周目	舞台裝置的魔女 第6輪	Stagebuilding Witch: Cycle 6	무대 장치 마녀 6바퀴째
舞台装置の魔女 7周目	舞台裝置的魔女 第7輪	Stagebuilding Witch: Cycle 7	무대 장치 마녀 7바퀴째
舞台装置の魔女 8周目	舞台裝置的魔女 第8輪	Stagebuilding Witch: Cycle 8	무대 장치 마녀 8바퀴째
舞台装置の魔女 9周目	舞台裝置的魔女 第9輪	Stagebuilding Witch: Cycle 9	무대 장치 마녀 9바퀴째
舞台装置の魔女 XX周目	舞台裝置的魔女 第XX輪	Stagebuilding Witch: Cycle XX	무대 장치 마녀 XX바퀴째
出馬表チェックは入念に			
天気には人一倍敏感			
競馬新聞とにらめっこ			
一度は当てたい万馬券			
パドックで馬の調子を熟考			
血統の知識は一級品			
ラッキーナンバー頼み			
オッズに踊らされる			
財布はなぜか小銭だけ			
迫る馬券発売の締切			
追いつけ追い越せ引っこ抜け			
逃げ馬たちの逆噴射			
大番狂わせの大波乱			
最後尾から驚異的な末脚			
最後はスタミナ勝負			
ハナ差で決着の超接戦			
ハラハラ写真判定			
買った馬券を三度見			
まさかの同着に大興奮			
来週もまた観ます			
攻城戦 Lv.1			
攻城戦 Lv.2			
攻城戦 Lv.3			
攻城戦 Lv.4			
攻城戦 Lv.5			
攻城戦 Lv.6			
攻城戦 Lv.7			
攻城戦 Lv.8			
攻城戦 Lv.9			
攻城戦 Lv.10			
攻城戦 Lv.11			
攻城戦 Lv.12			
攻城戦 Lv.13			
攻城戦 Lv.14			
攻城戦 Lv.15			
攻城戦 Lv.16			
攻城戦 Lv.17			
攻城戦 Lv.18			
攻城戦 Lv.19			
攻城戦 Lv.MAX			
対決！PART.1	對決！PART.1	Showdown! : Part 1	대결! PART.1
対決！PART.2	對決！PART.2	Showdown! : Part 2	대결! PART.2
対決！PART.3	對決！PART.3	Showdown! : Part 3	대결! PART.3
対決！PART.4	對決！PART.4	Showdown! : Part 4	대결! PART.4
対決！PART.5	對決！PART.5	Showdown! : Part 5	대결! PART.5
対決！PART.6	對決！PART.6	Showdown! : Part 6	대결! PART.6
対決！PART.7	對決！PART.7	Showdown! : Part 7	대결! PART.7
対決！PART.8	對決！PART.8	Showdown! : Part 8	대결! PART.8
対決！PART.9	對決！PART.9	Showdown! : Part 9	대결! PART.9
対決！PART.10	對決！PART.10	Showdown! : Part 10	대결! PART.10
対決！PART.11	對決！PART.11	Showdown! : Part 11	대결! PART.11
対決！PART.12	對決！PART.12	Showdown! : Part 12	대결! PART.12
対決！PART.13	對決！PART.13	Showdown! : Part 13	대결! PART.13
対決！PART.14	對決！PART.14	Showdown! : Part 14	대결! PART.14
対決！PART.15	對決！PART.15	Showdown! : Part 15	대결! PART.15
対決！PART.16	對決！PART.16	Showdown! : Part 16	대결! PART.16
対決！PART.17	對決！PART.17	Showdown! : Part 17	대결! PART.17
対決！PART.18	對決！PART.18	Showdown! : Part 18	대결! PART.18
対決！PART.19	對決！PART.19	Showdown! : Part 19	대결! PART.19
対決！PART.20	對決！PART.20	Showdown! : Part 20	대결! PART.20
対決！PART.21	對決！PART.21	Showdown! : Part 21	대결! PART.21
対決！PART.22	對決！PART.22	Showdown! : Part 22	대결! PART.22
対決！PART.23	對決！PART.23	Showdown! : Part 23	대결! PART.23
対決！PART.24	對決！PART.24	Showdown! : Part 24	대결! PART.24
対決！PART.25	對決！PART.25	Showdown! : Part 25	대결! PART.25
対決！PART.26	對決！PART.26	Showdown! : Part 26	대결! PART.26
対決！PART.27	對決！PART.27	Showdown! : Part 27	대결! PART.27
対決！PART.28	對決！PART.28	Showdown! : Part 28	대결! PART.28
対決！PART.29	對決！PART.29	Showdown! : Part 29	대결! PART.29
対決！LAST PART	對決！LAST PART	Final Showdown!	대결! LAST PART
突然の死 Lv.1	猝死 Lv.1	Sudden Death Lv.1	갑작스런 죽음 Lv.1
突然の死 Lv.2	猝死 Lv.2	Sudden Death Lv.2	갑작스런 죽음 Lv.2
突然の死 Lv.3	猝死 Lv.3	Sudden Death Lv.3	갑작스런 죽음 Lv.3
突然の死 Lv.4	猝死 Lv.4	Sudden Death Lv.4	갑작스런 죽음 Lv.4
突然の死 Lv.5	猝死 Lv.5	Sudden Death Lv.5	갑작스런 죽음 Lv.5
突然の死 Lv.6	猝死 Lv.6	Sudden Death Lv.6	갑작스런 죽음 Lv.6
突然の死 Lv.7	猝死 Lv.7	Sudden Death Lv.7	갑작스런 죽음 Lv.7
突然の死 Lv.8	猝死 Lv.8	Sudden Death Lv.8	갑작스런 죽음 Lv.8
突然の死 Lv.9	猝死 Lv.9	Sudden Death Lv.9	갑작스런 죽음 Lv.9
突然の死 Lv.10	猝死 Lv.10	Sudden Death Lv.10	갑작스런 죽음 Lv.10
突然の死 Lv.11	猝死 Lv.11	Sudden Death Lv.11	갑작스런 죽음 Lv.11
突然の死 Lv.12	猝死 Lv.12	Sudden Death Lv.12	갑작스런 죽음 Lv.12
突然の死 Lv.13	猝死 Lv.13	Sudden Death Lv.13	갑작스런 죽음 Lv.13
突然の死 Lv.14	猝死 Lv.14	Sudden Death Lv.14	갑작스런 죽음 Lv.14
突然の死 Lv.15	猝死 Lv.15	Sudden Death Lv.15	갑작스런 죽음 Lv.15
突然の死 Lv.16	猝死 Lv.16	Sudden Death Lv.16	갑작스런 죽음 Lv.16
突然の死 Lv.17	猝死 Lv.17	Sudden Death Lv.17	갑작스런 죽음 Lv.17
突然の死 Lv.18	猝死 Lv.18	Sudden Death Lv.18	갑작스런 죽음 Lv.18
突然の死 Lv.19	猝死 Lv.19	Sudden Death Lv.19	갑작스런 죽음 Lv.19
突然の死 Lv.MAX	猝死 Lv.MAX	Sudden Death Lv.MAX	갑작스런 죽음 Lv.MAX
聖杯戦争 1日目	聖杯戰爭 第1天	Grail War: Day 1	성배전쟁 1일째
聖杯戦争 2日目	聖杯戰爭 第2天	Grail War: Day 2	성배전쟁 2일째
聖杯戦争 3日目	聖杯戰爭 第3天	Grail War: Day 3	성배전쟁 3일째
聖杯戦争 4日目	聖杯戰爭 第4天	Grail War: Day 4	성배전쟁 4일째
聖杯戦争 5日目	聖杯戰爭 第5天	Grail War: Day 5	성배전쟁 5일째
聖杯戦争 6日目	聖杯戰爭 第6天	Grail War: Day 6	성배전쟁 6일째
聖杯戦争 7日目	聖杯戰爭 第7天	Grail War: Day 7	성배전쟁 7일째
聖杯戦争 8日目	聖杯戰爭 第8天	Grail War: Day 8	성배전쟁 8일째
聖杯戦争 9日目	聖杯戰爭 第9天	Grail War: Day 9	성배전쟁 9일째
聖杯戦争 10日目	聖杯戰爭 第10天	Grail War: Day 10	성배전쟁 10일째
聖杯戦争 11日目	聖杯戰爭 第11天	Grail War: Day 11	성배전쟁 11일째
聖杯戦争 12日目	聖杯戰爭 第12天	Grail War: Day 12	성배전쟁 12일째
聖杯戦争 13日目	聖杯戰爭 第13天	Grail War: Day 13	성배전쟁 13일째
聖杯戦争 14日目	聖杯戰爭 第14天	Grail War: Day 14	성배전쟁 14일째
聖杯戦争 15日目	聖杯戰爭 第15天	Grail War: Day 15	성배전쟁 15일째
聖杯戦争 16日目	聖杯戰爭 第16天	Grail War: Day 16	성배전쟁 16일째
聖杯戦争 17日目	聖杯戰爭 第17天	Grail War: Day 17	성배전쟁 17일째
聖杯戦争 18日目	聖杯戰爭 第18天	Grail War: Day 18	성배전쟁 18일째
